,Airline,Date,Month-Year,Freight_In_(tonnes),Year,Freight_In_(tonnes)_rolling3mnthAvg
33947,LAN Airlines,1/12/18,,0,2018,0
34366,LATAM Airlines,1/1/18,1/1/18,304.037,2018,286.624
34367,LATAM Airlines,1/2/18,1/2/18,222.103,2018,276.844
34368,LATAM Airlines,1/3/18,1/3/18,270.56,2018,265.5666667
34369,LATAM Airlines,1/4/18,1/4/18,174.321,2018,222.328
34370,LATAM Airlines,1/5/18,1/5/18,245.327,2018,230.0693333
34371,LATAM Airlines,1/6/18,1/6/18,178.713,2018,199.4536667
34372,LATAM Airlines,1/7/18,1/7/18,199.18,2018,207.74
34373,LATAM Airlines,1/8/18,1/8/18,270.751,2018,216.2146667
34374,LATAM Airlines,1/9/18,1/9/18,178.297,2018,216.076
34375,LATAM Airlines,1/10/18,1/10/18,237.707,2018,228.9183333
34376,LATAM Airlines,1/11/18,1/11/18,251.594,2018,222.5326667
34377,LATAM Airlines,1/12/18,1/12/18,248.57,2018,245.957
34796,Lan Chile,1/1/18,,0,2018,0
34797,Lan Chile,1/2/18,,0,2018,0
34798,Lan Chile,1/3/18,,0,2018,0
34799,Lan Chile,1/4/18,,0,2018,0
34800,Lan Chile,1/5/18,,0,2018,0
34801,Lan Chile,1/6/18,,0,2018,0
34802,Lan Chile,1/7/18,,0,2018,0
34803,Lan Chile,1/8/18,,0,2018,0
34804,Lan Chile,1/9/18,,0,2018,0
34805,Lan Chile,1/10/18,,0,2018,0
34806,Lan Chile,1/11/18,,0,2018,0
34807,Lan Chile,1/12/18,,0,2018,0
35226,Lauda Air,1/1/18,,0,2018,0
35227,Lauda Air,1/2/18,,0,2018,0
35228,Lauda Air,1/3/18,,0,2018,0
35229,Lauda Air,1/4/18,,0,2018,0
35230,Lauda Air,1/5/18,,0,2018,0
35231,Lauda Air,1/6/18,,0,2018,0
35232,Lauda Air,1/7/18,,0,2018,0
35233,Lauda Air,1/8/18,,0,2018,0
35234,Lauda Air,1/9/18,,0,2018,0
35235,Lauda Air,1/10/18,,0,2018,0
35236,Lauda Air,1/11/18,,0,2018,0
35237,Lauda Air,1/12/18,,0,2018,0
35656,Lufthansa German Airlines,1/1/18,,0,2018,0
35657,Lufthansa German Airlines,1/2/18,,0,2018,0
35658,Lufthansa German Airlines,1/3/18,,0,2018,0
35659,Lufthansa German Airlines,1/4/18,,0,2018,0
35660,Lufthansa German Airlines,1/5/18,,0,2018,0
35661,Lufthansa German Airlines,1/6/18,,0,2018,0
35662,Lufthansa German Airlines,1/7/18,,0,2018,0
35663,Lufthansa German Airlines,1/8/18,,0,2018,0
35664,Lufthansa German Airlines,1/9/18,,0,2018,0
35665,Lufthansa German Airlines,1/10/18,,0,2018,0
35666,Lufthansa German Airlines,1/11/18,,0,2018,0
35667,Lufthansa German Airlines,1/12/18,,0,2018,0
36086,MBA Pty Ltd,1/1/18,,0,2018,0
36087,MBA Pty Ltd,1/2/18,,0,2018,0
36088,MBA Pty Ltd,1/3/18,,0,2018,0
36089,MBA Pty Ltd,1/4/18,,0,2018,0
36090,MBA Pty Ltd,1/5/18,,0,2018,0
36091,MBA Pty Ltd,1/6/18,,0,2018,0
36092,MBA Pty Ltd,1/7/18,,0,2018,0
36093,MBA Pty Ltd,1/8/18,,0,2018,0
36094,MBA Pty Ltd,1/9/18,,0,2018,0
36095,MBA Pty Ltd,1/10/18,,0,2018,0
36096,MBA Pty Ltd,1/11/18,,0,2018,0
36097,MBA Pty Ltd,1/12/18,,0,2018,0
36516,Malaysia Airlines,1/1/18,1/1/18,1231.977,2018,1721.552667
36517,Malaysia Airlines,1/2/18,1/2/18,1337.934,2018,1490.627
36518,Malaysia Airlines,1/3/18,1/3/18,1795.393,2018,1455.101333
36519,Malaysia Airlines,1/4/18,1/4/18,1761.279,2018,1631.535333
36520,Malaysia Airlines,1/5/18,1/5/18,1717.96,2018,1758.210667
36521,Malaysia Airlines,1/6/18,1/6/18,1874.514,2018,1784.584333
36522,Malaysia Airlines,1/7/18,1/7/18,2031.079,2018,1874.517667
36523,Malaysia Airlines,1/8/18,1/8/18,1944.932,2018,1950.175
36524,Malaysia Airlines,1/9/18,1/9/18,2036.92,2018,2004.310333
36525,Malaysia Airlines,1/10/18,1/10/18,2226.757,2018,2069.536333
36526,Malaysia Airlines,1/11/18,1/11/18,2013.021,2018,2092.232667
36527,Malaysia Airlines,1/12/18,1/12/18,1646.104,2018,1961.960667
36946,Malindo Air,1/1/18,1/1/18,2.62,2018,3.267
36947,Malindo Air,1/2/18,1/2/18,2.4,2018,2.953666667
36948,Malindo Air,1/3/18,1/3/18,3.858,2018,2.959333333
36949,Malindo Air,1/4/18,1/4/18,3.57,2018,3.276
36950,Malindo Air,1/5/18,1/5/18,2,2018,3.142666667
36951,Malindo Air,1/6/18,1/6/18,4.215,2018,3.261666667
36952,Malindo Air,1/7/18,1/7/18,4.7,2018,3.638333333
36953,Malindo Air,1/8/18,1/8/18,6.309,2018,5.074666667
36954,Malindo Air,1/9/18,1/9/18,7.235,2018,6.081333333
36955,Malindo Air,1/10/18,1/10/18,0,2018,4.514666667
36956,Malindo Air,1/11/18,1/11/18,0,2018,2.411666667
36957,Malindo Air,1/12/18,1/12/18,0,2018,0
37376,Mandarin Airlines,1/1/18,,0,2018,0
37377,Mandarin Airlines,1/2/18,,0,2018,0
37378,Mandarin Airlines,1/3/18,,0,2018,0
37379,Mandarin Airlines,1/4/18,,0,2018,0
37380,Mandarin Airlines,1/5/18,,0,2018,0
37381,Mandarin Airlines,1/6/18,,0,2018,0
37382,Mandarin Airlines,1/7/18,,0,2018,0
37383,Mandarin Airlines,1/8/18,,0,2018,0
37384,Mandarin Airlines,1/9/18,,0,2018,0
37385,Mandarin Airlines,1/10/18,,0,2018,0
37386,Mandarin Airlines,1/11/18,,0,2018,0
37387,Mandarin Airlines,1/12/18,,0,2018,0
37806,Martinair Holland,1/1/18,,0,2018,0
37807,Martinair Holland,1/2/18,,0,2018,0
37808,Martinair Holland,1/3/18,,0,2018,0
37809,Martinair Holland,1/4/18,,0,2018,0
37810,Martinair Holland,1/5/18,,0,2018,0
37811,Martinair Holland,1/6/18,,0,2018,0
37812,Martinair Holland,1/7/18,,0,2018,0
37813,Martinair Holland,1/8/18,,0,2018,0
37814,Martinair Holland,1/9/18,,0,2018,0
37815,Martinair Holland,1/10/18,,0,2018,0
37816,Martinair Holland,1/11/18,,0,2018,0
37817,Martinair Holland,1/12/18,,0,2018,0
38236,Merpati Nusantara Airlines,1/1/18,,0,2018,0
38237,Merpati Nusantara Airlines,1/2/18,,0,2018,0
38238,Merpati Nusantara Airlines,1/3/18,,0,2018,0
38239,Merpati Nusantara Airlines,1/4/18,,0,2018,0
38240,Merpati Nusantara Airlines,1/5/18,,0,2018,0
38241,Merpati Nusantara Airlines,1/6/18,,0,2018,0
38242,Merpati Nusantara Airlines,1/7/18,,0,2018,0
38243,Merpati Nusantara Airlines,1/8/18,,0,2018,0
38244,Merpati Nusantara Airlines,1/9/18,,0,2018,0
38245,Merpati Nusantara Airlines,1/10/18,,0,2018,0
38246,Merpati Nusantara Airlines,1/11/18,,0,2018,0
38247,Merpati Nusantara Airlines,1/12/18,,0,2018,0
38666,Middle East Airlines,1/1/18,,0,2018,0
38667,Middle East Airlines,1/2/18,,0,2018,0
38668,Middle East Airlines,1/3/18,,0,2018,0
38669,Middle East Airlines,1/4/18,,0,2018,0
38670,Middle East Airlines,1/5/18,,0,2018,0
38671,Middle East Airlines,1/6/18,,0,2018,0
38672,Middle East Airlines,1/7/18,,0,2018,0
38673,Middle East Airlines,1/8/18,,0,2018,0
38674,Middle East Airlines,1/9/18,,0,2018,0
38675,Middle East Airlines,1/10/18,,0,2018,0
38676,Middle East Airlines,1/11/18,,0,2018,0
38677,Middle East Airlines,1/12/18,,0,2018,0
39096,National Airlines,1/1/18,,0,2018,0
39097,National Airlines,1/2/18,,0,2018,0
39098,National Airlines,1/3/18,,0,2018,0
39099,National Airlines,1/4/18,,0,2018,0
39100,National Airlines,1/5/18,,0,2018,0
39101,National Airlines,1/6/18,,0,2018,0
39102,National Airlines,1/7/18,,0,2018,0
39103,National Airlines,1/8/18,,0,2018,0
39104,National Airlines,1/9/18,,0,2018,0
39105,National Airlines,1/10/18,,0,2018,0
39106,National Airlines,1/11/18,,0,2018,0
39107,National Airlines,1/12/18,,0,2018,0
39526,National Jet Systems,1/1/18,,0,2018,0
39527,National Jet Systems,1/2/18,,0,2018,0
39528,National Jet Systems,1/3/18,,0,2018,0
39529,National Jet Systems,1/4/18,,0,2018,0
39530,National Jet Systems,1/5/18,,0,2018,0
39531,National Jet Systems,1/6/18,,0,2018,0
39532,National Jet Systems,1/7/18,,0,2018,0
39533,National Jet Systems,1/8/18,,0,2018,0
39534,National Jet Systems,1/9/18,,0,2018,0
39535,National Jet Systems,1/10/18,,0,2018,0
39536,National Jet Systems,1/11/18,,0,2018,0
39537,National Jet Systems,1/12/18,,0,2018,0
39956,Nauru Airlines,1/1/18,1/1/18,4.302,2018,3.167
39957,Nauru Airlines,1/2/18,1/2/18,1.204,2018,2.488666667
39958,Nauru Airlines,1/3/18,1/3/18,2.742,2018,2.749333333
39959,Nauru Airlines,1/4/18,1/4/18,4.902,2018,2.949333333
39960,Nauru Airlines,1/5/18,1/5/18,2.495,2018,3.379666667
39961,Nauru Airlines,1/6/18,1/6/18,6.279,2018,4.558666667
39962,Nauru Airlines,1/7/18,1/7/18,1.801,2018,3.525
39963,Nauru Airlines,1/8/18,1/8/18,6.028,2018,4.702666667
39964,Nauru Airlines,1/9/18,1/9/18,3.829,2018,3.886
39965,Nauru Airlines,1/10/18,1/10/18,3.764,2018,4.540333333
39966,Nauru Airlines,1/11/18,1/11/18,3.531,2018,3.708
39967,Nauru Airlines,1/12/18,1/12/18,29.558,2018,12.28433333
40386,Norfolk Jet Express,1/1/18,,0,2018,0
40387,Norfolk Jet Express,1/2/18,,0,2018,0
40388,Norfolk Jet Express,1/3/18,,0,2018,0
40389,Norfolk Jet Express,1/4/18,,0,2018,0
40390,Norfolk Jet Express,1/5/18,,0,2018,0
40391,Norfolk Jet Express,1/6/18,,0,2018,0
40392,Norfolk Jet Express,1/7/18,,0,2018,0
40393,Norfolk Jet Express,1/8/18,,0,2018,0
40394,Norfolk Jet Express,1/9/18,,0,2018,0
40395,Norfolk Jet Express,1/10/18,,0,2018,0
40396,Norfolk Jet Express,1/11/18,,0,2018,0
40397,Norfolk Jet Express,1/12/18,,0,2018,0
40816,Northwest Airlines,1/1/18,,0,2018,0
40817,Northwest Airlines,1/2/18,,0,2018,0
40818,Northwest Airlines,1/3/18,,0,2018,0
40819,Northwest Airlines,1/4/18,,0,2018,0
40820,Northwest Airlines,1/5/18,,0,2018,0
40821,Northwest Airlines,1/6/18,,0,2018,0
40822,Northwest Airlines,1/7/18,,0,2018,0
40823,Northwest Airlines,1/8/18,,0,2018,0
40824,Northwest Airlines,1/9/18,,0,2018,0
40825,Northwest Airlines,1/10/18,,0,2018,0
40826,Northwest Airlines,1/11/18,,0,2018,0
40827,Northwest Airlines,1/12/18,,0,2018,0
41246,Olympic Airways,1/1/18,,0,2018,0
41247,Olympic Airways,1/2/18,,0,2018,0
41248,Olympic Airways,1/3/18,,0,2018,0
41249,Olympic Airways,1/4/18,,0,2018,0
41250,Olympic Airways,1/5/18,,0,2018,0
41251,Olympic Airways,1/6/18,,0,2018,0
41252,Olympic Airways,1/7/18,,0,2018,0
41253,Olympic Airways,1/8/18,,0,2018,0
41254,Olympic Airways,1/9/18,,0,2018,0
41255,Olympic Airways,1/10/18,,0,2018,0
41256,Olympic Airways,1/11/18,,0,2018,0
41257,Olympic Airways,1/12/18,,0,2018,0
41676,Our Airline,1/1/18,,0,2018,0
41677,Our Airline,1/2/18,,0,2018,0
41678,Our Airline,1/3/18,,0,2018,0
41679,Our Airline,1/4/18,,0,2018,0
41680,Our Airline,1/5/18,,0,2018,0
41681,Our Airline,1/6/18,,0,2018,0
41682,Our Airline,1/7/18,,0,2018,0
41683,Our Airline,1/8/18,,0,2018,0
41684,Our Airline,1/9/18,,0,2018,0
41685,Our Airline,1/10/18,,0,2018,0
41686,Our Airline,1/11/18,,0,2018,0
41687,Our Airline,1/12/18,,0,2018,0
42106,OzJet,1/1/18,,0,2018,0
42107,OzJet,1/2/18,,0,2018,0
42108,OzJet,1/3/18,,0,2018,0
42109,OzJet,1/4/18,,0,2018,0
42110,OzJet,1/5/18,,0,2018,0
42111,OzJet,1/6/18,,0,2018,0
42112,OzJet,1/7/18,,0,2018,0
42113,OzJet,1/8/18,,0,2018,0
42114,OzJet,1/9/18,,0,2018,0
42115,OzJet,1/10/18,,0,2018,0
42116,OzJet,1/11/18,,0,2018,0
42117,OzJet,1/12/18,,0,2018,0
42536,Pacific Air Express,1/1/18,1/1/18,0,2018,0.325
42537,Pacific Air Express,1/2/18,1/2/18,1.838,2018,0.919333333
42538,Pacific Air Express,1/3/18,1/3/18,16.702,2018,6.18
42539,Pacific Air Express,1/4/18,1/4/18,17.831,2018,12.12366667
42540,Pacific Air Express,1/5/18,1/5/18,2.404,2018,12.31233333
42541,Pacific Air Express,1/6/18,1/6/18,5.555,2018,8.596666667
42542,Pacific Air Express,1/7/18,1/7/18,4.275,2018,4.078
42543,Pacific Air Express,1/8/18,1/8/18,0.428,2018,3.419333333
42544,Pacific Air Express,1/9/18,1/9/18,2.588,2018,2.430333333
42545,Pacific Air Express,1/10/18,1/10/18,0,2018,1.005333333
42546,Pacific Air Express,1/11/18,1/11/18,0.908,2018,1.165333333
42547,Pacific Air Express,1/12/18,1/12/18,0.721,2018,0.543
42966,Pan American,1/1/18,,0,2018,0
42967,Pan American,1/2/18,,0,2018,0
42968,Pan American,1/3/18,,0,2018,0
42969,Pan American,1/4/18,,0,2018,0
42970,Pan American,1/5/18,,0,2018,0
42971,Pan American,1/6/18,,0,2018,0
42972,Pan American,1/7/18,,0,2018,0
42973,Pan American,1/8/18,,0,2018,0
42974,Pan American,1/9/18,,0,2018,0
42975,Pan American,1/10/18,,0,2018,0
42976,Pan American,1/11/18,,0,2018,0
42977,Pan American,1/12/18,,0,2018,0
43396,Pel-Air Aviation,1/1/18,,0,2018,0
43397,Pel-Air Aviation,1/2/18,,0,2018,0
43398,Pel-Air Aviation,1/3/18,,0,2018,0
43399,Pel-Air Aviation,1/4/18,,0,2018,0
43400,Pel-Air Aviation,1/5/18,,0,2018,0
43401,Pel-Air Aviation,1/6/18,,0,2018,0
43402,Pel-Air Aviation,1/7/18,,0,2018,0
43403,Pel-Air Aviation,1/8/18,,0,2018,0
43404,Pel-Air Aviation,1/9/18,,0,2018,0
43405,Pel-Air Aviation,1/10/18,,0,2018,0
43406,Pel-Air Aviation,1/11/18,,0,2018,0
43407,Pel-Air Aviation,1/12/18,,0,2018,0
43826,Philippine Airlines,1/1/18,1/1/18,176.298,2018,183.764
43827,Philippine Airlines,1/2/18,1/2/18,175.047,2018,171.5283333
43828,Philippine Airlines,1/3/18,1/3/18,223.543,2018,191.6293333
43829,Philippine Airlines,1/4/18,1/4/18,302.987,2018,233.859
43830,Philippine Airlines,1/5/18,1/5/18,209.019,2018,245.183
43831,Philippine Airlines,1/6/18,1/6/18,299.883,2018,270.6296667
43832,Philippine Airlines,1/7/18,1/7/18,299.014,2018,269.3053333
43833,Philippine Airlines,1/8/18,1/8/18,147.699,2018,248.8653333
43834,Philippine Airlines,1/9/18,1/9/18,122.919,2018,189.8773333
43835,Philippine Airlines,1/10/18,1/10/18,171.228,2018,147.282
43836,Philippine Airlines,1/11/18,1/11/18,74.239,2018,122.7953333
43837,Philippine Airlines,1/12/18,1/12/18,103.225,2018,116.2306667
44256,Polar Air Cargo,1/1/18,1/1/18,611.873,2018,745.2403333
44257,Polar Air Cargo,1/2/18,1/2/18,664.645,2018,700.929
44258,Polar Air Cargo,1/3/18,1/3/18,794.327,2018,690.2816667
44259,Polar Air Cargo,1/4/18,1/4/18,780.48,2018,746.484
44260,Polar Air Cargo,1/5/18,1/5/18,838.337,2018,804.3813333
44261,Polar Air Cargo,1/6/18,1/6/18,819.385,2018,812.734
44262,Polar Air Cargo,1/7/18,1/7/18,836.658,2018,831.46
44263,Polar Air Cargo,1/8/18,1/8/18,757.866,2018,804.6363333
44264,Polar Air Cargo,1/9/18,1/9/18,735.131,2018,776.5516667
44265,Polar Air Cargo,1/10/18,1/10/18,798.53,2018,763.8423333
44266,Polar Air Cargo,1/11/18,1/11/18,761.302,2018,764.9876667
44267,Polar Air Cargo,1/12/18,1/12/18,673.109,2018,744.3136667
44686,Polynesian Airlines,1/1/18,,0,2018,0
44687,Polynesian Airlines,1/2/18,,0,2018,0
44688,Polynesian Airlines,1/3/18,,0,2018,0
44689,Polynesian Airlines,1/4/18,,0,2018,0
44690,Polynesian Airlines,1/5/18,,0,2018,0
44691,Polynesian Airlines,1/6/18,,0,2018,0
44692,Polynesian Airlines,1/7/18,,0,2018,0
44693,Polynesian Airlines,1/8/18,,0,2018,0
44694,Polynesian Airlines,1/9/18,,0,2018,0
44695,Polynesian Airlines,1/10/18,,0,2018,0
44696,Polynesian Airlines,1/11/18,,0,2018,0
44697,Polynesian Airlines,1/12/18,,0,2018,0
45116,Qantas Airways,1/1/18,1/1/18,5242.937,2018,6250.109667
45117,Qantas Airways,1/2/18,1/2/18,5287.554,2018,5688.060667
45118,Qantas Airways,1/3/18,1/3/18,6408.251,2018,5646.247333
45119,Qantas Airways,1/4/18,1/4/18,5678.918,2018,5791.574333
45120,Qantas Airways,1/5/18,1/5/18,6078.607,2018,6055.258667
45121,Qantas Airways,1/6/18,1/6/18,6122.383,2018,5959.969333
45122,Qantas Airways,1/7/18,1/7/18,6697.569,2018,6299.519667
45123,Qantas Airways,1/8/18,1/8/18,7039.26,2018,6619.737333
45124,Qantas Airways,1/9/18,1/9/18,6424.328,2018,6720.385667
45125,Qantas Airways,1/10/18,1/10/18,6806.28,2018,6756.622667
45126,Qantas Airways,1/11/18,1/11/18,6792.456,2018,6674.354667
45127,Qantas Airways,1/12/18,1/12/18,5793.261,2018,6463.999
45546,Qatar Airways,1/1/18,1/1/18,1036.208,2018,1053.228667
45547,Qatar Airways,1/2/18,1/2/18,1201.823,2018,1118.651333
45548,Qatar Airways,1/3/18,1/3/18,1684.483,2018,1307.504667
45549,Qatar Airways,1/4/18,1/4/18,1319.306,2018,1401.870667
45550,Qatar Airways,1/5/18,1/5/18,1324.052,2018,1442.613667
45551,Qatar Airways,1/6/18,1/6/18,1457.789,2018,1367.049
45552,Qatar Airways,1/7/18,1/7/18,1116.379,2018,1299.406667
45553,Qatar Airways,1/8/18,1/8/18,1254.935,2018,1276.367667
45554,Qatar Airways,1/9/18,1/9/18,1286.44,2018,1219.251333
45555,Qatar Airways,1/10/18,1/10/18,1266.026,2018,1269.133667
45556,Qatar Airways,1/11/18,1/11/18,1279.96,2018,1277.475333
45557,Qatar Airways,1/12/18,1/12/18,1194.794,2018,1246.926667
45976,Royal Brunei Airlines,1/1/18,1/1/18,217.432,2018,236.7003333
45977,Royal Brunei Airlines,1/2/18,1/2/18,245.29,2018,229.8823333
45978,Royal Brunei Airlines,1/3/18,1/3/18,222.843,2018,228.5216667
45979,Royal Brunei Airlines,1/4/18,1/4/18,219.234,2018,229.1223333
45980,Royal Brunei Airlines,1/5/18,1/5/18,220.136,2018,220.7376667
45981,Royal Brunei Airlines,1/6/18,1/6/18,238.222,2018,225.864
45982,Royal Brunei Airlines,1/7/18,1/7/18,221.748,2018,226.702
45983,Royal Brunei Airlines,1/8/18,1/8/18,256.522,2018,238.8306667
45984,Royal Brunei Airlines,1/9/18,1/9/18,208.257,2018,228.8423333
45985,Royal Brunei Airlines,1/10/18,1/10/18,218.768,2018,227.849
45986,Royal Brunei Airlines,1/11/18,1/11/18,162.763,2018,196.596
45987,Royal Brunei Airlines,1/12/18,1/12/18,173.395,2018,184.9753333
46406,Royal Tongan Airlines,1/1/18,,0,2018,0
46407,Royal Tongan Airlines,1/2/18,,0,2018,0
46408,Royal Tongan Airlines,1/3/18,,0,2018,0
46409,Royal Tongan Airlines,1/4/18,,0,2018,0
46410,Royal Tongan Airlines,1/5/18,,0,2018,0
46411,Royal Tongan Airlines,1/6/18,,0,2018,0
46412,Royal Tongan Airlines,1/7/18,,0,2018,0
46413,Royal Tongan Airlines,1/8/18,,0,2018,0
46414,Royal Tongan Airlines,1/9/18,,0,2018,0
46415,Royal Tongan Airlines,1/10/18,,0,2018,0
46416,Royal Tongan Airlines,1/11/18,,0,2018,0
46417,Royal Tongan Airlines,1/12/18,,0,2018,0
46836,Samoa Airways,1/1/18,,0,2018,0
46837,Samoa Airways,1/2/18,,0,2018,0
46838,Samoa Airways,1/3/18,1/3/18,0,2018,0
46839,Samoa Airways,1/4/18,1/4/18,0,2018,0
46840,Samoa Airways,1/5/18,1/5/18,0,2018,0
46841,Samoa Airways,1/6/18,1/6/18,0.284,2018,0.094666667
46842,Samoa Airways,1/7/18,1/7/18,0.24,2018,0.174666667
46843,Samoa Airways,1/8/18,1/8/18,0.587,2018,0.370333333
46844,Samoa Airways,1/9/18,1/9/18,0.387,2018,0.404666667
46845,Samoa Airways,1/10/18,1/10/18,0.576,2018,0.516666667
46846,Samoa Airways,1/11/18,1/11/18,0.081,2018,0.348
46847,Samoa Airways,1/12/18,1/12/18,0,2018,0.219
47266,Scoot,1/1/18,,0,2018,0
47267,Scoot,1/2/18,,0,2018,0
47268,Scoot,1/3/18,,0,2018,0
47269,Scoot,1/4/18,,0,2018,0
47270,Scoot,1/5/18,,0,2018,0
47271,Scoot,1/6/18,,0,2018,0
47272,Scoot,1/7/18,,0,2018,0
47273,Scoot,1/8/18,,0,2018,0
47274,Scoot,1/9/18,,0,2018,0
47275,Scoot,1/10/18,,0,2018,0
47276,Scoot,1/11/18,,0,2018,0
47277,Scoot,1/12/18,,0,2018,0
47696,Scoot Tigerair,1/1/18,1/1/18,365.844,2018,695.1786667
47697,Scoot Tigerair,1/2/18,1/2/18,379.233,2018,534.6226667
47698,Scoot Tigerair,1/3/18,1/3/18,653.334,2018,466.137
47699,Scoot Tigerair,1/4/18,1/4/18,294.74,2018,442.4356667
47700,Scoot Tigerair,1/5/18,1/5/18,269.601,2018,405.8916667
47701,Scoot Tigerair,1/6/18,1/6/18,519.595,2018,361.312
47702,Scoot Tigerair,1/7/18,1/7/18,393.012,2018,394.0693333
47703,Scoot Tigerair,1/8/18,1/8/18,423.018,2018,445.2083333
47704,Scoot Tigerair,1/9/18,1/9/18,408.393,2018,408.141
47705,Scoot Tigerair,1/10/18,1/10/18,547.537,2018,459.6493333
47706,Scoot Tigerair,1/11/18,1/11/18,434.758,2018,463.5626667
47707,Scoot Tigerair,1/12/18,1/12/18,370.264,2018,450.853
48126,Sempati Air,1/1/18,,0,2018,0
48127,Sempati Air,1/2/18,,0,2018,0
48128,Sempati Air,1/3/18,,0,2018,0
48129,Sempati Air,1/4/18,,0,2018,0
48130,Sempati Air,1/5/18,,0,2018,0
48131,Sempati Air,1/6/18,,0,2018,0
48132,Sempati Air,1/7/18,,0,2018,0
48133,Sempati Air,1/8/18,,0,2018,0
48134,Sempati Air,1/9/18,,0,2018,0
48135,Sempati Air,1/10/18,,0,2018,0
48136,Sempati Air,1/11/18,,0,2018,0
48137,Sempati Air,1/12/18,,0,2018,0
48556,Sichuan Airlines,1/1/18,1/1/18,107.935,2018,116.3806667
48557,Sichuan Airlines,1/2/18,1/2/18,102.876,2018,114.903
48558,Sichuan Airlines,1/3/18,1/3/18,97.613,2018,102.808
48559,Sichuan Airlines,1/4/18,1/4/18,113.823,2018,104.7706667
48560,Sichuan Airlines,1/5/18,1/5/18,64.062,2018,91.83266667
48561,Sichuan Airlines,1/6/18,1/6/18,54.437,2018,77.44066667
48562,Sichuan Airlines,1/7/18,1/7/18,118.783,2018,79.094
48563,Sichuan Airlines,1/8/18,1/8/18,57.41,2018,76.87666667
48564,Sichuan Airlines,1/9/18,1/9/18,63.611,2018,79.93466667
48565,Sichuan Airlines,1/10/18,1/10/18,91.089,2018,70.70333333
48566,Sichuan Airlines,1/11/18,1/11/18,73.62,2018,76.10666667
48567,Sichuan Airlines,1/12/18,1/12/18,67.123,2018,77.27733333
48986,Silk Air,1/1/18,1/1/18,22.492,2018,24.66566667
48987,Silk Air,1/2/18,1/2/18,26.568,2018,23.51166667
48988,Silk Air,1/3/18,1/3/18,27.107,2018,25.389
48989,Silk Air,1/4/18,1/4/18,24.536,2018,26.07033333
48990,Silk Air,1/5/18,1/5/18,23.223,2018,24.95533333
48991,Silk Air,1/6/18,1/6/18,22.401,2018,23.38666667
48992,Silk Air,1/7/18,1/7/18,28.472,2018,24.69866667
48993,Silk Air,1/8/18,1/8/18,22.808,2018,24.56033333
48994,Silk Air,1/9/18,1/9/18,18.576,2018,23.28533333
48995,Silk Air,1/10/18,1/10/18,20.826,2018,20.73666667
48996,Silk Air,1/11/18,1/11/18,19.004,2018,19.46866667
48997,Silk Air,1/12/18,1/12/18,17.556,2018,19.12866667
49416,Singapore Airlines,1/1/18,1/1/18,6585.676,2018,7677.174667
49417,Singapore Airlines,1/2/18,1/2/18,6130.333,2018,6749.759333
49418,Singapore Airlines,1/3/18,1/3/18,7473.498,2018,6729.835667
49419,Singapore Airlines,1/4/18,1/4/18,7340.533,2018,6981.454667
49420,Singapore Airlines,1/5/18,1/5/18,7932.409,2018,7582.146667
49421,Singapore Airlines,1/6/18,1/6/18,7943.976,2018,7738.972667
49422,Singapore Airlines,1/7/18,1/7/18,8301.101,2018,8059.162
49423,Singapore Airlines,1/8/18,1/8/18,8325.136,2018,8190.071
49424,Singapore Airlines,1/9/18,1/9/18,8137.798,2018,8254.678333
49425,Singapore Airlines,1/10/18,1/10/18,8015.533,2018,8159.489
49426,Singapore Airlines,1/11/18,1/11/18,8416.413,2018,8189.914667
49427,Singapore Airlines,1/12/18,1/12/18,7358.667,2018,7930.204333
49846,SkyAirWorld,1/1/18,,0,2018,0
49847,SkyAirWorld,1/2/18,,0,2018,0
49848,SkyAirWorld,1/3/18,,0,2018,0
49849,SkyAirWorld,1/4/18,,0,2018,0
49850,SkyAirWorld,1/5/18,,0,2018,0
49851,SkyAirWorld,1/6/18,,0,2018,0
49852,SkyAirWorld,1/7/18,,0,2018,0
49853,SkyAirWorld,1/8/18,,0,2018,0
49854,SkyAirWorld,1/9/18,,0,2018,0
49855,SkyAirWorld,1/10/18,,0,2018,0
49856,SkyAirWorld,1/11/18,,0,2018,0
49857,SkyAirWorld,1/12/18,,0,2018,0
50276,Solomon Airlines,1/1/18,1/1/18,6.895,2018,6.861333333
50277,Solomon Airlines,1/2/18,1/2/18,3.652,2018,5.522
50278,Solomon Airlines,1/3/18,1/3/18,7.081,2018,5.876
50279,Solomon Airlines,1/4/18,1/4/18,4.241,2018,4.991333333
50280,Solomon Airlines,1/5/18,1/5/18,4.172,2018,5.164666667
50281,Solomon Airlines,1/6/18,1/6/18,8.448,2018,5.620333333
50282,Solomon Airlines,1/7/18,1/7/18,1.397,2018,4.672333333
50283,Solomon Airlines,1/8/18,1/8/18,8.577,2018,6.140666667
50284,Solomon Airlines,1/9/18,1/9/18,4.321,2018,4.765
50285,Solomon Airlines,1/10/18,1/10/18,5.472,2018,6.123333333
50286,Solomon Airlines,1/11/18,1/11/18,3.844,2018,4.545666667
50287,Solomon Airlines,1/12/18,1/12/18,2.402,2018,3.906
50706,South African Airways,1/1/18,1/1/18,101.016,2018,95.88466667
50707,South African Airways,1/2/18,1/2/18,89.66,2018,90.40066667
50708,South African Airways,1/3/18,1/3/18,87.317,2018,92.66433333
50709,South African Airways,1/4/18,1/4/18,85.291,2018,87.42266667
