,Airline,Date,Month-Year,Freight_In_(tonnes),Year,Freight_In_(tonnes)_rolling3mnthAvg
396,AOM French Airlines,1/1/18,,0,2018,0
397,AOM French Airlines,1/2/18,,0,2018,0
398,AOM French Airlines,1/3/18,,0,2018,0
399,AOM French Airlines,1/4/18,,0,2018,0
400,AOM French Airlines,1/5/18,,0,2018,0
401,AOM French Airlines,1/6/18,,0,2018,0
402,AOM French Airlines,1/7/18,,0,2018,0
403,AOM French Airlines,1/8/18,,0,2018,0
404,AOM French Airlines,1/9/18,,0,2018,0
405,AOM French Airlines,1/10/18,,0,2018,0
406,AOM French Airlines,1/11/18,,0,2018,0
407,AOM French Airlines,1/12/18,,0,2018,0
826,Aeroflot Russian Intl A/l,1/1/18,,0,2018,0
827,Aeroflot Russian Intl A/l,1/2/18,,0,2018,0
828,Aeroflot Russian Intl A/l,1/3/18,,0,2018,0
829,Aeroflot Russian Intl A/l,1/4/18,,0,2018,0
830,Aeroflot Russian Intl A/l,1/5/18,,0,2018,0
831,Aeroflot Russian Intl A/l,1/6/18,,0,2018,0
832,Aeroflot Russian Intl A/l,1/7/18,,0,2018,0
833,Aeroflot Russian Intl A/l,1/8/18,,0,2018,0
834,Aeroflot Russian Intl A/l,1/9/18,,0,2018,0
835,Aeroflot Russian Intl A/l,1/10/18,,0,2018,0
836,Aeroflot Russian Intl A/l,1/11/18,,0,2018,0
837,Aeroflot Russian Intl A/l,1/12/18,,0,2018,0
1256,Aerolineas Argentinas,1/1/18,,0,2018,0
1257,Aerolineas Argentinas,1/2/18,,0,2018,0
1258,Aerolineas Argentinas,1/3/18,,0,2018,0
1259,Aerolineas Argentinas,1/4/18,,0,2018,0
1260,Aerolineas Argentinas,1/5/18,,0,2018,0
1261,Aerolineas Argentinas,1/6/18,,0,2018,0
1262,Aerolineas Argentinas,1/7/18,,0,2018,0
1263,Aerolineas Argentinas,1/8/18,,0,2018,0
1264,Aerolineas Argentinas,1/9/18,,0,2018,0
1265,Aerolineas Argentinas,1/10/18,,0,2018,0
1266,Aerolineas Argentinas,1/11/18,,0,2018,0
1267,Aerolineas Argentinas,1/12/18,,0,2018,0
1686,Air Austral,1/1/18,,0,2018,0
1687,Air Austral,1/2/18,,0,2018,0
1688,Air Austral,1/3/18,,0,2018,0
1689,Air Austral,1/4/18,,0,2018,0
1690,Air Austral,1/5/18,,0,2018,0
1691,Air Austral,1/6/18,,0,2018,0
1692,Air Austral,1/7/18,,0,2018,0
1693,Air Austral,1/8/18,,0,2018,0
1694,Air Austral,1/9/18,,0,2018,0
1695,Air Austral,1/10/18,,0,2018,0
1696,Air Austral,1/11/18,,0,2018,0
1697,Air Austral,1/12/18,,0,2018,0
2116,Air Australia,1/1/18,,0,2018,0
2117,Air Australia,1/2/18,,0,2018,0
2118,Air Australia,1/3/18,,0,2018,0
2119,Air Australia,1/4/18,,0,2018,0
2120,Air Australia,1/5/18,,0,2018,0
2121,Air Australia,1/6/18,,0,2018,0
2122,Air Australia,1/7/18,,0,2018,0
2123,Air Australia,1/8/18,,0,2018,0
2124,Air Australia,1/9/18,,0,2018,0
2125,Air Australia,1/10/18,,0,2018,0
2126,Air Australia,1/11/18,,0,2018,0
2127,Air Australia,1/12/18,,0,2018,0
2546,Air Caledonie,1/1/18,,0,2018,0
2547,Air Caledonie,1/2/18,,0,2018,0
2548,Air Caledonie,1/3/18,,0,2018,0
2549,Air Caledonie,1/4/18,,0,2018,0
2550,Air Caledonie,1/5/18,,0,2018,0
2551,Air Caledonie,1/6/18,,0,2018,0
2552,Air Caledonie,1/7/18,,0,2018,0
2553,Air Caledonie,1/8/18,,0,2018,0
2554,Air Caledonie,1/9/18,,0,2018,0
2555,Air Caledonie,1/10/18,,0,2018,0
2556,Air Caledonie,1/11/18,,0,2018,0
2557,Air Caledonie,1/12/18,,0,2018,0
2976,Air Caledonie International,1/1/18,1/1/18,2.942,2018,7.518
2977,Air Caledonie International,1/2/18,1/2/18,4.546,2018,6.741333333
2978,Air Caledonie International,1/3/18,1/3/18,4.184,2018,3.890666667
2979,Air Caledonie International,1/4/18,1/4/18,8.042,2018,5.590666667
2980,Air Caledonie International,1/5/18,1/5/18,2.332,2018,4.852666667
2981,Air Caledonie International,1/6/18,1/6/18,4.765,2018,5.046333333
2982,Air Caledonie International,1/7/18,1/7/18,2.681,2018,3.259333333
2983,Air Caledonie International,1/8/18,1/8/18,7.005,2018,4.817
2984,Air Caledonie International,1/9/18,1/9/18,4.509,2018,4.731666667
2985,Air Caledonie International,1/10/18,1/10/18,4.714,2018,5.409333333
2986,Air Caledonie International,1/11/18,1/11/18,3.119,2018,4.114
2987,Air Caledonie International,1/12/18,1/12/18,1.92,2018,3.251
3406,Air Canada,1/1/18,1/1/18,268.328,2018,352.9983333
3407,Air Canada,1/2/18,1/2/18,242.434,2018,322.4676667
3408,Air Canada,1/3/18,1/3/18,336.101,2018,282.2876667
3409,Air Canada,1/4/18,1/4/18,389.111,2018,322.5486667
3410,Air Canada,1/5/18,1/5/18,433.189,2018,386.1336667
3411,Air Canada,1/6/18,1/6/18,522.835,2018,448.3783333
3412,Air Canada,1/7/18,1/7/18,370.029,2018,442.0176667
3413,Air Canada,1/8/18,1/8/18,438.725,2018,443.863
3414,Air Canada,1/9/18,1/9/18,338.763,2018,382.5056667
3415,Air Canada,1/10/18,1/10/18,339.253,2018,372.247
3416,Air Canada,1/11/18,1/11/18,340.477,2018,339.4976667
3417,Air Canada,1/12/18,1/12/18,375.061,2018,351.597
3836,Air Chathams,1/1/18,,0,2018,0
3837,Air Chathams,1/2/18,,0,2018,0
3838,Air Chathams,1/3/18,,0,2018,0
3839,Air Chathams,1/4/18,,0,2018,0
3840,Air Chathams,1/5/18,,0,2018,0
3841,Air Chathams,1/6/18,,0,2018,0
3842,Air Chathams,1/7/18,,0,2018,0
3843,Air Chathams,1/8/18,,0,2018,0
3844,Air Chathams,1/9/18,,0,2018,0
3845,Air Chathams,1/10/18,,0,2018,0
3846,Air Chathams,1/11/18,,0,2018,0
3847,Air Chathams,1/12/18,,0,2018,0
4266,Air China,1/1/18,1/1/18,915.455,2018,959.0966667
4267,Air China,1/2/18,1/2/18,645.869,2018,837.3293333
4268,Air China,1/3/18,1/3/18,594.755,2018,718.693
4269,Air China,1/4/18,1/4/18,580.109,2018,606.911
4270,Air China,1/5/18,1/5/18,546.435,2018,573.7663333
4271,Air China,1/6/18,1/6/18,483.888,2018,536.8106667
4272,Air China,1/7/18,1/7/18,390.908,2018,473.7436667
4273,Air China,1/8/18,1/8/18,346.018,2018,406.938
4274,Air China,1/9/18,1/9/18,356.815,2018,364.5803333
4275,Air China,1/10/18,1/10/18,403.666,2018,368.833
4276,Air China,1/11/18,1/11/18,343.36,2018,367.947
4277,Air China,1/12/18,1/12/18,582.127,2018,443.051
4696,Air France,1/1/18,,0,2018,7.11E-14
4697,Air France,1/2/18,,0,2018,7.11E-14
4698,Air France,1/3/18,,0,2018,7.11E-14
4699,Air France,1/4/18,,0,2018,7.11E-14
4700,Air France,1/5/18,,0,2018,7.11E-14
4701,Air France,1/6/18,,0,2018,7.11E-14
4702,Air France,1/7/18,,0,2018,7.11E-14
4703,Air France,1/8/18,,0,2018,7.11E-14
4704,Air France,1/9/18,,0,2018,7.11E-14
4705,Air France,1/10/18,,0,2018,7.11E-14
4706,Air France,1/11/18,,0,2018,7.11E-14
4707,Air France,1/12/18,,0,2018,7.11E-14
5126,Air India,1/1/18,1/1/18,143.658,2018,195.0383333
5127,Air India,1/2/18,1/2/18,178.626,2018,176.8376667
5128,Air India,1/3/18,1/3/18,161.396,2018,161.2266667
5129,Air India,1/4/18,1/4/18,118.285,2018,152.769
5130,Air India,1/5/18,1/5/18,114.179,2018,131.2866667
5131,Air India,1/6/18,1/6/18,117.306,2018,116.59
5132,Air India,1/7/18,1/7/18,132.568,2018,121.351
5133,Air India,1/8/18,1/8/18,140.629,2018,130.1676667
5134,Air India,1/9/18,1/9/18,188.073,2018,153.7566667
5135,Air India,1/10/18,1/10/18,240.194,2018,189.632
5136,Air India,1/11/18,1/11/18,243.853,2018,224.04
5137,Air India,1/12/18,1/12/18,165.693,2018,216.58
5556,Air Mauritius,1/1/18,1/1/18,58.99,2018,68.72066667
5557,Air Mauritius,1/2/18,1/2/18,42.747,2018,55.584
5558,Air Mauritius,1/3/18,1/3/18,38.961,2018,46.89933333
5559,Air Mauritius,1/4/18,1/4/18,30.694,2018,37.46733333
5560,Air Mauritius,1/5/18,1/5/18,36.567,2018,35.40733333
5561,Air Mauritius,1/6/18,1/6/18,18.443,2018,28.568
5562,Air Mauritius,1/7/18,1/7/18,36.434,2018,30.48133333
5563,Air Mauritius,1/8/18,1/8/18,54.733,2018,36.53666667
5564,Air Mauritius,1/9/18,1/9/18,59.993,2018,50.38666667
5565,Air Mauritius,1/10/18,1/10/18,53.25,2018,55.992
5566,Air Mauritius,1/11/18,1/11/18,48.86,2018,54.03433333
5567,Air Mauritius,1/12/18,1/12/18,54.777,2018,52.29566667
5986,Air Nauru,1/1/18,,0,2018,8.53E-14
5987,Air Nauru,1/2/18,,0,2018,8.53E-14
5988,Air Nauru,1/3/18,,0,2018,8.53E-14
5989,Air Nauru,1/4/18,,0,2018,8.53E-14
5990,Air Nauru,1/5/18,,0,2018,8.53E-14
5991,Air Nauru,1/6/18,,0,2018,8.53E-14
5992,Air Nauru,1/7/18,,0,2018,8.53E-14
5993,Air Nauru,1/8/18,,0,2018,8.53E-14
5994,Air Nauru,1/9/18,,0,2018,8.53E-14
5995,Air Nauru,1/10/18,,0,2018,8.53E-14
5996,Air Nauru,1/11/18,,0,2018,8.53E-14
5997,Air Nauru,1/12/18,,0,2018,8.53E-14
6416,Air New Zealand,1/1/18,1/1/18,3065.998,2018,2907.157333
6417,Air New Zealand,1/2/18,1/2/18,2998.86,2018,3044.563333
6418,Air New Zealand,1/3/18,1/3/18,3009.986,2018,3024.948
6419,Air New Zealand,1/4/18,1/4/18,2243.001,2018,2750.615667
6420,Air New Zealand,1/5/18,1/5/18,2270.023,2018,2507.67
6421,Air New Zealand,1/6/18,1/6/18,2490.888,2018,2334.637333
6422,Air New Zealand,1/7/18,1/7/18,2779.268,2018,2513.393
6423,Air New Zealand,1/8/18,1/8/18,2426.126,2018,2565.427333
6424,Air New Zealand,1/9/18,1/9/18,2232.263,2018,2479.219
6425,Air New Zealand,1/10/18,1/10/18,2405.744,2018,2354.711
6426,Air New Zealand,1/11/18,1/11/18,2314.94,2018,2317.649
6427,Air New Zealand,1/12/18,1/12/18,2837.294,2018,2519.326
6846,Air Niugini,1/1/18,1/1/18,57.807,2018,48.408
6847,Air Niugini,1/2/18,1/2/18,41.888,2018,47.60966667
6848,Air Niugini,1/3/18,1/3/18,30.262,2018,43.319
6849,Air Niugini,1/4/18,1/4/18,34.586,2018,35.57866667
6850,Air Niugini,1/5/18,1/5/18,33.631,2018,32.82633333
6851,Air Niugini,1/6/18,1/6/18,35.315,2018,34.51066667
6852,Air Niugini,1/7/18,1/7/18,29.128,2018,32.69133333
6853,Air Niugini,1/8/18,1/8/18,33.149,2018,32.53066667
6854,Air Niugini,1/9/18,1/9/18,26.1,2018,29.459
6855,Air Niugini,1/10/18,1/10/18,34.505,2018,31.25133333
6856,Air Niugini,1/11/18,1/11/18,49.681,2018,36.762
6857,Air Niugini,1/12/18,1/12/18,47.026,2018,43.73733333
7276,Air Pacific,1/1/18,,0,2018,4.17E-13
7277,Air Pacific,1/2/18,,0,2018,4.17E-13
7278,Air Pacific,1/3/18,,0,2018,4.17E-13
7279,Air Pacific,1/4/18,,0,2018,4.17E-13
7280,Air Pacific,1/5/18,,0,2018,4.17E-13
7281,Air Pacific,1/6/18,,0,2018,4.17E-13
7282,Air Pacific,1/7/18,,0,2018,4.17E-13
7283,Air Pacific,1/8/18,,0,2018,4.17E-13
7284,Air Pacific,1/9/18,,0,2018,4.17E-13
7285,Air Pacific,1/10/18,,0,2018,4.17E-13
7286,Air Pacific,1/11/18,,0,2018,4.17E-13
7287,Air Pacific,1/12/18,,0,2018,4.17E-13
7706,Air Paradise International,1/1/18,,0,2018,4.07E-13
7707,Air Paradise International,1/2/18,,0,2018,4.07E-13
7708,Air Paradise International,1/3/18,,0,2018,4.07E-13
7709,Air Paradise International,1/4/18,,0,2018,4.07E-13
7710,Air Paradise International,1/5/18,,0,2018,4.07E-13
7711,Air Paradise International,1/6/18,,0,2018,4.07E-13
7712,Air Paradise International,1/7/18,,0,2018,4.07E-13
7713,Air Paradise International,1/8/18,,0,2018,4.07E-13
7714,Air Paradise International,1/9/18,,0,2018,4.07E-13
7715,Air Paradise International,1/10/18,,0,2018,4.07E-13
7716,Air Paradise International,1/11/18,,0,2018,4.07E-13
7717,Air Paradise International,1/12/18,,0,2018,4.07E-13
8136,Air Tahiti Nui,1/1/18,,0,2018,4.03E-13
8137,Air Tahiti Nui,1/2/18,,0,2018,4.03E-13
8138,Air Tahiti Nui,1/3/18,,0,2018,4.03E-13
8139,Air Tahiti Nui,1/4/18,,0,2018,4.03E-13
8140,Air Tahiti Nui,1/5/18,,0,2018,4.03E-13
8141,Air Tahiti Nui,1/6/18,,0,2018,4.03E-13
8142,Air Tahiti Nui,1/7/18,,0,2018,4.03E-13
8143,Air Tahiti Nui,1/8/18,,0,2018,4.03E-13
8144,Air Tahiti Nui,1/9/18,,0,2018,4.03E-13
8145,Air Tahiti Nui,1/10/18,,0,2018,4.03E-13
8146,Air Tahiti Nui,1/11/18,,0,2018,4.03E-13
8147,Air Tahiti Nui,1/12/18,,0,2018,4.03E-13
8566,Air Vanuatu,1/1/18,1/1/18,2.534,2018,3.071666667
8567,Air Vanuatu,1/2/18,1/2/18,3.058,2018,2.811666667
8568,Air Vanuatu,1/3/18,1/3/18,5.485,2018,3.692333333
8569,Air Vanuatu,1/4/18,1/4/18,5.139,2018,4.560666667
8570,Air Vanuatu,1/5/18,1/5/18,4.137,2018,4.920333333
8571,Air Vanuatu,1/6/18,1/6/18,3.313,2018,4.196333333
8572,Air Vanuatu,1/7/18,1/7/18,2.593,2018,3.347666667
8573,Air Vanuatu,1/8/18,1/8/18,3.083,2018,2.996333333
8574,Air Vanuatu,1/9/18,1/9/18,3.82,2018,3.165333333
8575,Air Vanuatu,1/10/18,1/10/18,5.031,2018,3.978
8576,Air Vanuatu,1/11/18,1/11/18,5.398,2018,4.749666667
8577,Air Vanuatu,1/12/18,1/12/18,1.841,2018,4.09
8996,Air Zimbabwe,1/1/18,,0,2018,3.97E-13
8997,Air Zimbabwe,1/2/18,,0,2018,3.97E-13
8998,Air Zimbabwe,1/3/18,,0,2018,3.97E-13
8999,Air Zimbabwe,1/4/18,,0,2018,3.97E-13
9000,Air Zimbabwe,1/5/18,,0,2018,3.97E-13
9001,Air Zimbabwe,1/6/18,,0,2018,3.97E-13
9002,Air Zimbabwe,1/7/18,,0,2018,3.97E-13
9003,Air Zimbabwe,1/8/18,,0,2018,3.97E-13
9004,Air Zimbabwe,1/9/18,,0,2018,3.97E-13
9005,Air Zimbabwe,1/10/18,,0,2018,3.97E-13
9006,Air Zimbabwe,1/11/18,,0,2018,3.97E-13
9007,Air Zimbabwe,1/12/18,,0,2018,3.97E-13
9426,AirAsia X,1/1/18,1/1/18,853.326,2018,1203.439667
9427,AirAsia X,1/2/18,1/2/18,582.159,2018,858.191
9428,AirAsia X,1/3/18,1/3/18,975.491,2018,803.6586667
9429,AirAsia X,1/4/18,1/4/18,1194.762,2018,917.4706667
9430,AirAsia X,1/5/18,1/5/18,1303.583,2018,1157.945333
9431,AirAsia X,1/6/18,1/6/18,1315.004,2018,1271.116333
9432,AirAsia X,1/7/18,1/7/18,1108.024,2018,1242.203667
9433,AirAsia X,1/8/18,1/8/18,1293.164,2018,1238.730667
9434,AirAsia X,1/9/18,1/9/18,1188.732,2018,1196.64
9435,AirAsia X,1/10/18,1/10/18,1084,2018,1188.632
9436,AirAsia X,1/11/18,1/11/18,1325.906,2018,1199.546
9437,AirAsia X,1/12/18,1/12/18,1041.45,2018,1150.452
9856,Airlines PNG,1/1/18,,0,2018,3.84E-13
9857,Airlines PNG,1/2/18,,0,2018,3.84E-13
9858,Airlines PNG,1/3/18,,0,2018,3.84E-13
9859,Airlines PNG,1/4/18,,0,2018,3.84E-13
9860,Airlines PNG,1/5/18,,0,2018,3.84E-13
9861,Airlines PNG,1/6/18,,0,2018,3.84E-13
9862,Airlines PNG,1/7/18,,0,2018,3.84E-13
9863,Airlines PNG,1/8/18,,0,2018,3.84E-13
9864,Airlines PNG,1/9/18,,0,2018,3.84E-13
9865,Airlines PNG,1/10/18,,0,2018,3.84E-13
9866,Airlines PNG,1/11/18,,0,2018,3.84E-13
9867,Airlines PNG,1/12/18,,0,2018,3.84E-13
10286,Airnorth,1/1/18,,0,2018,3.84E-13
10287,Airnorth,1/2/18,,0,2018,3.84E-13
10288,Airnorth,1/3/18,,0,2018,3.84E-13
10289,Airnorth,1/4/18,,0,2018,3.84E-13
10290,Airnorth,1/5/18,,0,2018,3.84E-13
10291,Airnorth,1/6/18,,0,2018,3.84E-13
10292,Airnorth,1/7/18,,0,2018,3.84E-13
10293,Airnorth,1/8/18,,0,2018,3.84E-13
10294,Airnorth,1/9/18,,0,2018,3.84E-13
10295,Airnorth,1/10/18,,0,2018,3.84E-13
10296,Airnorth,1/11/18,,0,2018,3.84E-13
10297,Airnorth,1/12/18,,0,2018,3.84E-13
10716,Alitalia,1/1/18,,0,2018,3.69E-13
10717,Alitalia,1/2/18,,0,2018,3.69E-13
10718,Alitalia,1/3/18,,0,2018,3.69E-13
10719,Alitalia,1/4/18,,0,2018,3.69E-13
10720,Alitalia,1/5/18,,0,2018,3.69E-13
10721,Alitalia,1/6/18,,0,2018,3.69E-13
10722,Alitalia,1/7/18,,0,2018,3.69E-13
10723,Alitalia,1/8/18,,0,2018,3.69E-13
10724,Alitalia,1/9/18,,0,2018,3.69E-13
10725,Alitalia,1/10/18,,0,2018,3.69E-13
10726,Alitalia,1/11/18,,0,2018,3.69E-13
10727,Alitalia,1/12/18,,0,2018,3.69E-13
11146,All Nippon Airways,1/1/18,1/1/18,351.081,2018,430.76
11147,All Nippon Airways,1/2/18,1/2/18,284.474,2018,354.931
11148,All Nippon Airways,1/3/18,1/3/18,258.88,2018,298.145
11149,All Nippon Airways,1/4/18,1/4/18,350.869,2018,298.0743333
11150,All Nippon Airways,1/5/18,1/5/18,318.562,2018,309.437
11151,All Nippon Airways,1/6/18,1/6/18,412.911,2018,360.7806667
11152,All Nippon Airways,1/7/18,1/7/18,421.82,2018,384.431
11153,All Nippon Airways,1/8/18,1/8/18,491.393,2018,442.0413333
11154,All Nippon Airways,1/9/18,1/9/18,458.145,2018,457.1193333
11155,All Nippon Airways,1/10/18,1/10/18,436.545,2018,462.0276667
11156,All Nippon Airways,1/11/18,1/11/18,449.911,2018,448.2003333
11157,All Nippon Airways,1/12/18,1/12/18,437.036,2018,441.164
11576,American Airlines,1/1/18,1/1/18,7.252,2018,22.008
11577,American Airlines,1/2/18,1/2/18,3.376,2018,14.308
11578,American Airlines,1/3/18,1/3/18,11.252,2018,7.293333333
11579,American Airlines,1/4/18,1/4/18,25.526,2018,13.38466667
11580,American Airlines,1/5/18,1/5/18,54.639,2018,30.47233333
11581,American Airlines,1/6/18,1/6/18,31.068,2018,37.07766667
11582,American Airlines,1/7/18,1/7/18,2.206,2018,29.30433333
11583,American Airlines,1/8/18,1/8/18,159.553,2018,64.27566667
11584,American Airlines,1/9/18,1/9/18,51.658,2018,71.139
11585,American Airlines,1/10/18,1/10/18,5.411,2018,72.20733333
11586,American Airlines,1/11/18,1/11/18,2.429,2018,19.83266667
11587,American Airlines,1/12/18,1/12/18,7.778,2018,5.206
12006,Ansett Air Freight,1/1/18,,0,2018,3.03E-13
12007,Ansett Air Freight,1/2/18,,0,2018,3.03E-13
12008,Ansett Air Freight,1/3/18,,0,2018,3.03E-13
12009,Ansett Air Freight,1/4/18,,0,2018,3.03E-13
12010,Ansett Air Freight,1/5/18,,0,2018,3.03E-13
12011,Ansett Air Freight,1/6/18,,0,2018,3.03E-13
12012,Ansett Air Freight,1/7/18,,0,2018,3.03E-13
12013,Ansett Air Freight,1/8/18,,0,2018,3.03E-13
12014,Ansett Air Freight,1/9/18,,0,2018,3.03E-13
12015,Ansett Air Freight,1/10/18,,0,2018,3.03E-13
12016,Ansett Air Freight,1/11/18,,0,2018,3.03E-13
12017,Ansett Air Freight,1/12/18,,0,2018,3.03E-13
12436,Ansett International,1/1/18,,0,2018,3.03E-13
12437,Ansett International,1/2/18,,0,2018,3.03E-13
12438,Ansett International,1/3/18,,0,2018,3.03E-13
12439,Ansett International,1/4/18,,0,2018,3.03E-13
12440,Ansett International,1/5/18,,0,2018,3.03E-13
12441,Ansett International,1/6/18,,0,2018,3.03E-13
12442,Ansett International,1/7/18,,0,2018,3.03E-13
12443,Ansett International,1/8/18,,0,2018,3.03E-13
12444,Ansett International,1/9/18,,0,2018,3.03E-13
12445,Ansett International,1/10/18,,0,2018,3.03E-13
12446,Ansett International,1/11/18,,0,2018,3.03E-13
12447,Ansett International,1/12/18,,0,2018,3.03E-13
12866,Asian Express Airlines,1/1/18,,0,2018,2.65E-13
12867,Asian Express Airlines,1/2/18,,0,2018,2.65E-13
12868,Asian Express Airlines,1/3/18,,0,2018,2.65E-13
12869,Asian Express Airlines,1/4/18,,0,2018,2.65E-13
12870,Asian Express Airlines,1/5/18,,0,2018,2.65E-13
12871,Asian Express Airlines,1/6/18,,0,2018,2.65E-13
12872,Asian Express Airlines,1/7/18,,0,2018,2.65E-13
12873,Asian Express Airlines,1/8/18,,0,2018,2.65E-13
12874,Asian Express Airlines,1/9/18,,0,2018,2.65E-13
12875,Asian Express Airlines,1/10/18,,0,2018,2.65E-13
12876,Asian Express Airlines,1/11/18,,0,2018,2.65E-13
12877,Asian Express Airlines,1/12/18,,0,2018,2.65E-13
13296,Asiana Airlines,1/1/18,1/1/18,177.36,2018,153.868
13297,Asiana Airlines,1/2/18,1/2/18,182.512,2018,178.528
13298,Asiana Airlines,1/3/18,1/3/18,221.973,2018,193.9483333
13299,Asiana Airlines,1/4/18,1/4/18,198.753,2018,201.0793333
13300,Asiana Airlines,1/5/18,1/5/18,187.915,2018,202.8803333
13301,Asiana Airlines,1/6/18,1/6/18,175.038,2018,187.2353333
13302,Asiana Airlines,1/7/18,1/7/18,171.118,2018,178.0236667
13303,Asiana Airlines,1/8/18,1/8/18,152.174,2018,166.11
13304,Asiana Airlines,1/9/18,1/9/18,186.704,2018,169.9986667
13305,Asiana Airlines,1/10/18,1/10/18,155.154,2018,164.6773333
13306,Asiana Airlines,1/11/18,1/11/18,186.263,2018,176.0403333
13307,Asiana Airlines,1/12/18,1/12/18,148.353,2018,163.2566667
13726,Australia Asia Airlines,1/1/18,,0,2018,2.75E-13
13727,Australia Asia Airlines,1/2/18,,0,2018,2.75E-13
13728,Australia Asia Airlines,1/3/18,,0,2018,2.75E-13
13729,Australia Asia Airlines,1/4/18,,0,2018,2.75E-13
13730,Australia Asia Airlines,1/5/18,,0,2018,2.75E-13
13731,Australia Asia Airlines,1/6/18,,0,2018,2.75E-13
13732,Australia Asia Airlines,1/7/18,,0,2018,2.75E-13
13733,Australia Asia Airlines,1/8/18,,0,2018,2.75E-13
13734,Australia Asia Airlines,1/9/18,,0,2018,2.75E-13
13735,Australia Asia Airlines,1/10/18,,0,2018,2.75E-13
13736,Australia Asia Airlines,1/11/18,,0,2018,2.75E-13
13737,Australia Asia Airlines,1/12/18,,0,2018,2.75E-13
14156,Australian Airlines,1/1/18,,0,2018,2.84E-13
14157,Australian Airlines,1/2/18,,0,2018,2.84E-13
14158,Australian Airlines,1/3/18,,0,2018,2.84E-13
14159,Australian Airlines,1/4/18,,0,2018,2.84E-13
14160,Australian Airlines,1/5/18,,0,2018,2.84E-13
14161,Australian Airlines,1/6/18,,0,2018,2.84E-13
14162,Australian Airlines,1/7/18,,0,2018,2.84E-13
14163,Australian Airlines,1/8/18,,0,2018,2.84E-13
14164,Australian Airlines,1/9/18,,0,2018,2.84E-13
14165,Australian Airlines,1/10/18,,0,2018,2.84E-13
14166,Australian Airlines,1/11/18,,0,2018,2.84E-13
14167,Australian Airlines,1/12/18,,0,2018,2.84E-13
14586,Austrian Airlines,1/1/18,,0,2018,2.84E-13
14587,Austrian Airlines,1/2/18,,0,2018,2.84E-13
14588,Austrian Airlines,1/3/18,,0,2018,2.84E-13
14589,Austrian Airlines,1/4/18,,0,2018,2.84E-13
14590,Austrian Airlines,1/5/18,,0,2018,2.84E-13
14591,Austrian Airlines,1/6/18,,0,2018,2.84E-13
14592,Austrian Airlines,1/7/18,,0,2018,2.84E-13
14593,Austrian Airlines,1/8/18,,0,2018,2.84E-13
14594,Austrian Airlines,1/9/18,,0,2018,2.84E-13
14595,Austrian Airlines,1/10/18,,0,2018,2.84E-13
14596,Austrian Airlines,1/11/18,,0,2018,2.84E-13
14597,Austrian Airlines,1/12/18,,0,2018,2.84E-13
15016,Batik Air Indonesia,1/1/18,1/1/18,0,2018,2.84E-13
15017,Batik Air Indonesia,1/2/18,1/2/18,0,2018,2.84E-13
15018,Batik Air Indonesia,1/3/18,1/3/18,0,2018,2.84E-13
15019,Batik Air Indonesia,1/4/18,1/4/18,0,2018,2.84E-13
15020,Batik Air Indonesia,1/5/18,1/5/18,0,2018,2.84E-13
15021,Batik Air Indonesia,1/6/18,1/6/18,0,2018,2.84E-13
15022,Batik Air Indonesia,1/7/18,1/7/18,0,2018,2.84E-13
15023,Batik Air Indonesia,1/8/18,1/8/18,0,2018,2.84E-13
15024,Batik Air Indonesia,1/9/18,1/9/18,0,2018,2.84E-13
15025,Batik Air Indonesia,1/10/18,1/10/18,0,2018,2.84E-13
15026,Batik Air Indonesia,1/11/18,1/11/18,0,2018,2.84E-13
15027,Batik Air Indonesia,1/12/18,1/12/18,0,2018,2.84E-13
15446,Beijing Capital Airlines,1/1/18,1/1/18,274.696,2018,297.6106667
15447,Beijing Capital Airlines,1/2/18,1/2/18,141.459,2018,239.1446667
15448,Beijing Capital Airlines,1/3/18,1/3/18,232.774,2018,216.3096667
15449,Beijing Capital Airlines,1/4/18,1/4/18,179.566,2018,184.5996667
15450,Beijing Capital Airlines,1/5/18,1/5/18,244.582,2018,218.974
15451,Beijing Capital Airlines,1/6/18,1/6/18,127.351,2018,183.833
15452,Beijing Capital Airlines,1/7/18,1/7/18,189.476,2018,187.1363333
15453,Beijing Capital Airlines,1/8/18,1/8/18,179.822,2018,165.5496667
15454,Beijing Capital Airlines,1/9/18,1/9/18,214.746,2018,194.6813333
15455,Beijing Capital Airlines,1/10/18,1/10/18,220.878,2018,205.1486667
15456,Beijing Capital Airlines,1/11/18,1/11/18,270.345,2018,235.323
15457,Beijing Capital Airlines,1/12/18,1/12/18,208.591,2018,233.2713333
15876,British Airways,1/1/18,1/1/18,355.345,2018,392.0523333
15877,British Airways,1/2/18,1/2/18,350.395,2018,359.4293333
15878,British Airways,1/3/18,1/3/18,390.162,2018,365.3006667
15879,British Airways,1/4/18,1/4/18,397.439,2018,379.332
15880,British Airways,1/5/18,1/5/18,432.965,2018,406.8553333
15881,British Airways,1/6/18,1/6/18,417.371,2018,415.925
15882,British Airways,1/7/18,1/7/18,358.712,2018,403.016
15883,British Airways,1/8/18,1/8/18,389.727,2018,388.6033333
15884,British Airways,1/9/18,1/9/18,408.469,2018,385.636
15885,British Airways,1/10/18,1/10/18,435.483,2018,411.2263333
15886,British Airways,1/11/18,1/11/18,415.371,2018,419.7743333
15887,British Airways,1/12/18,1/12/18,358.615,2018,403.1563333
16306,Canadian Airlines Intl,1/1/18,,0,2018,2.65E-13
